CID,Decline,Defect,Profit,Revenue,Balance,NetRev,FeeRev,ODFeeRev,Cost,Xsell
4266,1,0,32.4,42.07,342.59,1.85,40.22,24,-9.67,1
4267,1,0,71.82,82.08,-40.96,-0.22,82.3,72,-10.26,1
4268,1,0,26.33,41.84,2341.09,12.55,29.29,0,-15.51,1
4269,1,0,1.32,12.24,366.43,1.96,10.28,0,-10.92,1
4270,1,0,36.66,41.88,229.53,1.23,40.65,24,-5.22,1
4271,1,0,3.88,13.41,1226.61,6.58,6.83,0,-9.53,1
4272,0,0,0.49,8.2,1141.07,6.12,2.08,0,-7.71,1
4273,1,0,-5.21,0.28,60.99,0.28,0,0,-5.49,1
4274,1,0,48.17,60.24,2319.05,12.43,47.81,0,-12.07,2
4275,1,0,15.38,24.09,546.39,2.91,21.18,0,-8.71,2
4276,0,0,-4.26,2.83,5358.19,2.83,0,0,-7.09,2
4277,1,0,8.56,30.36,438.39,2.33,28.03,0,-21.8,2
4278,1,0,-0.16,0.11,23.22,0.11,0,0,-0.27,1
4279,1,0,63.04,73.09,1064.93,5.71,67.38,30,-10.05,2
4280,1,0,-2.19,11,158.99,0.87,10.13,0,-13.19,2
4281,0,0,41.78,53.72,388.07,2.07,51.65,36,-11.94,2
4282,1,0,30.1,43.12,1585.05,8.49,34.63,0,-13.02,2
4283,1,0,132.88,140.65,582.54,3.12,137.53,120,-7.77,2
4284,1,1,129.08,142.99,17.23,0.03,142.96,120,-13.91,2
4285,0,0,16.42,23.05,1740.17,9.32,13.73,0,-6.63,1
4286,1,0,1.22,14.2,669.62,3.59,10.61,0,-12.98,4
4287,1,1,23.01,27.84,122.15,0.66,27.18,18,-4.83,1
4288,1,0,0.51,22.18,942.14,5.04,17.14,0,-21.67,1
4289,0,0,16.43,26.98,1298.17,6.62,20.36,0,-10.55,2
4290,1,0,32.46,47.53,259.38,1.38,46.15,30,-15.07,2
4291,1,0,41.89,58.17,438.13,2.35,55.82,18,-16.28,1
4292,1,0,4.79,10.79,251.27,1.34,9.45,0,-6,2
4293,1,0,13.22,19.96,3829.43,19.96,0,0,-6.74,2
4294,1,0,-1.82,11.76,614.26,3.29,8.47,0,-13.58,1
4295,1,1,36.08,48.92,607.68,3.27,45.65,0,-12.84,1
4296,0,0,9.26,17.3,1700.97,9.11,8.19,0,-8.04,1
4297,0,0,25.73,32.55,2124.7,11.28,21.27,0,-6.82,2
4298,1,0,169.73,194.77,316.6,1.7,193.07,90,-25.04,2
4299,0,0,3.59,15.47,1326.76,7.11,8.36,0,-11.88,2
4300,1,0,3.34,18.23,881.8,4.7,13.53,0,-14.89,2
4301,1,0,19.71,32.08,1167.74,6.05,26.03,0,-12.37,2
4302,1,1,403.14,414.09,-168.38,-0.9,414.99,384,-10.95,4
4303,1,0,6.43,15.3,1192.01,6.4,8.9,0,-8.87,1
4304,1,0,108.91,115.23,413.32,2.22,113.01,90,-6.32,1
4305,1,0,34.42,53.67,1043.19,5.58,48.09,0,-19.25,2
4306,0,0,6.39,21.93,1864.24,8.95,12.98,0,-15.54,2
4307,1,0,11.4,22.87,460.36,2.45,20.42,0,-11.47,2
4308,0,0,2.94,8.56,114.16,0.56,8,0,-5.62,2
4309,1,0,4.66,13.46,999.54,5.36,8.1,0,-8.8,6
4310,0,0,12.12,24.92,3400.19,17.65,7.27,0,-12.8,3
4311,1,0,63.86,92.39999,1459.07,7.73,84.67,0,-28.54,2
4312,1,0,26.25,38.29,975.7,5.24,33.05,0,-12.04,2
4313,1,0,6.07,15.4,2083,11.14,4.26,0,-9.330001,2
4314,1,1,85.04,96.21,84.76,0.45,95.76,30,-11.17,1
4315,1,0,22.01,37.81,1500.85,7.88,29.93,0,-15.8,2
4316,1,1,98.31,105.88,282.23,1.49,104.39,95,-7.57,2
4317,0,0,18.86,25.52,2488.26,12.32,13.2,0,-6.66,2
4318,0,0,-1.22,0.11,19.35,0.11,0,0,-1.33,1
4319,0,0,1.51,8.58,347.45,1.86,6.72,0,-7.07,1
4320,1,0,16.84,24.27,376.29,1.98,22.29,0,-7.43,4
4321,1,0,24.31,35.73,512.88,2.75,32.98,18,-11.42,1
4322,1,0,-1.5,9.16,333.67,1.78,7.38,0,-10.66,2
4323,1,0,65.46,78.27,514.82,2.76,75.51,60,-12.81,1
4324,0,0,51.69,55.98,12100.13,55.98,0,0,-4.29,1
4325,1,0,30.03,36.65,4888.37,25.53,11.12,0,-6.62,2
4326,1,0,35.59,56.29,879.09,4.72,51.57,0,-20.7,2
4327,1,0,285.54,299,81969.73,298.95,0.05,0,-13.46,4
4328,1,0,7.55,11.79,259.08,1.38,10.41,0,-4.24,1
4329,1,0,22.68,32.85,1358.73,7.18,25.67,0,-10.17,6
4330,0,0,7.22,13.61,1074.45,5.37,8.24,0,-6.39,2
4331,0,0,3.83,9.38,814.69,4.38,5,0,-5.55,1
4332,1,0,16.2,27.95,662.23,3.55,24.4,18,-11.75,1
4333,0,0,6.32,27.87,761.86,4.35,23.52,0,-21.55,2
4334,1,0,74.33,79.76,97.06,0.52,79.24,69,-5.43,1
4335,1,0,83.13,91.37,437.56,2.22,89.15,54,-8.24,2
4336,0,0,12.9,21.21,369.95,1.98,19.23,0,-8.309999,2
4337,1,1,3.68,11.13,28.26,0.13,11,0,-7.45,2
4338,1,0,35.26,46.62,2831.21,14.79,31.83,0,-11.36,2
4339,1,0,51.38,61.48,388.63,2.08,59.4,0,-10.1,1
4340,0,0,-0.76,6.06,426.23,2.24,3.82,0,-6.82,2
4341,1,0,-7.34,4.76,61.09,0.31,4.45,0,-12.1,1
4342,1,0,9.67,13.89,166.21,0.89,13,0,-4.22,1
4343,1,0,9.97,15.57,2414.15,12.94,2.63,0,-5.6,1
4344,1,0,39.6,57.86,385.38,2.06,55.8,24,-18.26,1
4345,1,0,143.68,154.58,136.41,0.73,153.85,147,-10.9,2
4346,0,0,105.48,118.45,353.3,1.89,116.56,84,-12.97,2
4347,1,0,386.88,395.59,361.32,1.81,393.78,363,-8.71,3
4348,1,0,22.07,29.83,2371.91,12.72,17.11,0,-7.76,1
4349,1,0,21.16,37.19,6514.21,34.92,2.27,0,-16.03,1
4350,1,0,0.59,5.47,1019.56,5.47,0,0,-4.88,1
4351,1,1,105.53,117.76,611.47,3.29,114.47,81,-12.23,1
4352,1,0,3.56,10.19,511.12,2.74,7.45,0,-6.63,2
4353,1,0,73.77,88.83,377.94,2.03,86.8,56,-15.06,1
4354,1,0,23.84,27.99,-1.11,-0.01,28,0,-4.15,1
4355,1,0,10.46,20.42,1786.35,9.52,10.9,0,-9.96,2
4356,1,0,19.78,29.1,2735.81,13.68,15.42,0,-9.32,2
4357,1,0,69.86,85.84,189.43,1,84.84,42,-15.98,2
4358,1,0,39.33,50.27,2663.8,14.28,35.99,0,-10.94,2
4359,1,0,9.81,15.66,1945.42,10.43,5.23,0,-5.85,1
4360,1,0,165.13,190.74,74.11,0.4,190.34,114,-25.61,4
4361,1,0,-0.12,0,0,0,0,0,-0.12,1
4362,1,0,156.26,172.01,303.34,1.63,170.38,120,-15.75,1
4363,1,0,5.48,16.03,166.62,0.89,15.14,0,-10.55,1
4364,1,0,48.19,55.2,736.93,3.95,51.25,30,-7.01,1
4365,1,0,5.15,13.35,181.8,0.97,12.38,0,-8.2,1
4366,1,0,9.17,16.39,34.18,0.19,16.2,0,-7.22,2
4367,1,0,78.09,91.17001,269.14,1.37,89.8,54,-13.08,2
4368,1,1,126.86,133.11,15.06,0.08,133.03,126,-6.25,1
4369,1,0,180.04,187.15,4302.07,22.95,164.2,0,-7.11,2
4370,1,0,-3.51,4.66,644.32,3.44,1.22,0,-8.17,2
4371,1,0,295.77,308,867.98,4.66,303.34,273,-12.23,1
4372,1,0,5.67,14.78,288.71,1.56,13.22,0,-9.11,2
4373,1,0,-3.45,3.63,256.53,1.37,2.26,0,-7.08,1
4374,0,0,26.96,39.17,5258.35,28.17,11,0,-12.21,2
4375,0,0,-2.88,3.51,108.68,0.51,3,0,-6.39,1
4376,0,0,54.32,88.51,8278.609,79.01,9.5,0,-34.19,3
4377,1,0,-3.8,13.35,600.12,3.18,10.17,0,-17.15,2
4378,1,0,-4.49,0.37,69.45,0.37,0,0,-4.86,1
4379,1,0,18.23,30.23,254.47,1.36,28.87,0,-12,2
4380,0,1,12.2,18.26,501.01,2.55,15.71,0,-6.06,2
4381,1,0,-4.99,0.05,11.39,0.05,0,0,-5.04,2
4382,1,0,-1.85,7.76,897.36,4.81,2.95,0,-9.61,1
4383,0,0,-3.17,2.86,533.68,2.86,0,0,-6.03,1
4384,1,0,-0.43,9.07,333.86,1.79,7.28,0,-9.5,1
4385,1,0,8.3,24.74,314.2,1.65,23.09,0,-16.44,2
4386,0,0,6.94,17.11,3275.43,16.52,0.59,0,-10.17,2
4387,1,0,31.78,43.33,2615.89,13.58,29.75,0,-11.55,2
4388,1,0,2.99,8.99,269.04,1.44,7.55,0,-6,1
4389,1,0,6.32,18.04,101.37,0.54,17.5,0,-11.72,1
4390,1,0,46.48,50.72,169.97,0.91,49.81,36,-4.24,1
4391,1,0,-8.32,16.33,794.35,3.99,12.34,0,-24.65,2
4392,1,0,46.31,54.9,6325.9,33.91,20.99,0,-8.59,1
4393,0,0,25.06,33.28,6217.39,33.28,0,0,-8.22,2
4394,0,0,114.97,125.08,4977.27,26.68,98.4,84,-10.11,1
4395,1,0,32.46,45.09,6030.55,32.33,12.76,0,-12.63,1
4396,1,1,49.71,61.23,189.55,1.01,60.22,21,-11.52,2
4397,0,0,17.73,24.75,2657.38,14.25,10.5,0,-7.02,2
4398,1,1,102.78,113.21,1884.75,10.11,103.1,30,-10.43,1
4399,1,0,2.57,8.11,346.31,1.87,6.24,0,-5.54,2
4400,1,0,-12.87,8.48,768.28,4.12,4.36,0,-21.35,1
4401,1,0,82.14,89.28,887.65,4.71,84.57,81,-7.14,2
4402,1,0,39.95,68.34,153.77,0.82,67.52,18,-28.39,2
4403,1,0,22.49,41.15,3644.47,19.52,21.63,0,-18.66,3
4404,1,0,18.46,27.94,3311.62,17.26,10.68,0,-9.48,3
4405,1,0,18.86,40.02,411.01,2.2,37.82,0,-21.16,1
4406,1,0,186.06,199.67,416.96,2.05,197.62,180,-13.61,2
4407,1,0,20.07,28.32,245.77,1.32,27,0,-8.25,2
4408,0,0,16.65,35.93,2177.27,11.66,24.27,0,-19.28,1
4409,1,0,10.21,25.13,243.19,1.31,23.82,0,-14.92,2
4410,1,0,13.29,19.52,316.44,1.68,17.84,0,-6.23,2
4411,0,0,12.41,21.4,355.55,1.9,19.5,18,-8.99,1
4412,1,0,100.83,123.74,294.05,1.58,122.16,30,-22.91,2
4413,1,0,13.31,20.03,14.74,0.08,19.95,0,-6.72,2
4414,1,0,38.03,43.79,572.7,3.07,40.72,35,-5.76,1
4415,1,0,7.8,13.05,473.89,2.54,10.51,0,-5.25,1
4416,1,0,38.4,43.82,293.54,1.57,42.25,24,-5.42,2
4417,1,0,127.7,148.48,6885.09,36.9,111.58,30,-20.78,1
4418,1,0,12.16,17.82,747.65,4,13.82,0,-5.66,2
4419,1,0,13.33,23.6,2845.42,14.68,8.92,0,-10.27,4
4420,1,1,21.13,31.08,196.05,1.05,30.03,0,-9.95,2
4421,1,0,18.55,27.15,3148.43,16.59,10.56,0,-8.599999,2
4422,0,0,20.04,44.26,4527.14,23.5,20.76,0,-24.22,6
4423,1,0,0.34,3.65,28.81,0.16,3.49,0,-3.31,1
4424,1,0,-0.22,9.68,619.43,3.32,6.36,0,-9.9,2
4425,1,0,65.9,75.1,674.61,3.61,71.49,54,-9.2,1
4426,1,0,9.87,19.63,1791.06,9.48,10.15,0,-9.76,2
4427,1,0,12.64,30.23,462.58,2.47,27.76,0,-17.59,1
4428,1,0,4.76,11.01,253.36,1.35,9.66,0,-6.25,2
4429,1,0,33.08,54.38,1925.71,9.68,44.7,0,-21.3,4
4430,1,0,3.07,7.89,1539.64,7.89,0,0,-4.82,1
4431,1,0,21.9,29.37,219.88,1.18,28.19,18,-7.47,2
4432,1,0,58.71,66.07,82.32,0.44,65.63,54,-7.36,1
4433,1,0,0.17,7.72,502.86,2.67,5.05,0,-7.55,2
4434,1,0,20.74,33.99,134.53,0.72,33.27,24,-13.25,2
4435,1,0,46.15,57.2,363.18,2,55.2,33,-11.05,2
4436,1,0,29.12,56.42,2492.15,12.65,43.77,0,-27.3,3
4437,1,0,41.77,47.97,203.82,1.07,46.9,18,-6.2,4
4438,0,0,21.64,32.62,6336.56,31.94,0.68,0,-10.98,2
4439,0,0,41.29,56.4,8351.76,40.95,15.45,0,-15.11,3
4440,0,0,12.45,19.74,289.45,1.56,18.18,0,-7.29,2
4441,1,1,63.46,74.97,849.4,4.49,70.48,54,-11.51,2
4442,0,0,-0.09,4.47,367.59,1.97,2.5,0,-4.56,1
4443,1,0,-3.35,0.04,8.92,0.04,0,0,-3.39,1
4444,1,0,-2.93,0.46,98.87,0.46,0,0,-3.39,1
4445,0,0,6.93,14.34,709.91,3.82,10.52,0,-7.41,1
4446,1,0,0.06,7.93,1007.01,5.37,2.56,0,-7.87,2
4447,0,0,4.16,23.08,1238.5,6.62,16.46,0,-18.92,2
4448,1,1,22.8,42.98,1294.67,6.91,36.07,0,-20.18,2
4449,1,1,0.29,4.24,-2.68,-0.01,4.25,0,-3.95,1
4450,1,0,-0.92,3.32,688.61,3.32,0,0,-4.24,1
4451,0,0,17.33,35.4,1615.6,8.6,26.8,0,-18.07,2
4452,1,0,7.48,20.92,570.07,3.05,17.87,0,-13.44,1
4453,1,0,17.06,24.47,4546.72,24.38,0.09,0,-7.41,2
4454,1,0,101.86,111.12,803.34,3.95,107.17,102,-9.26,2
4455,1,0,66.76,71.74,111.6,0.6,71.14,69,-4.98,1
4456,1,0,7.28,12.52,1008.16,5.4,7.12,0,-5.24,2
4457,1,0,19.27,30.74,4010.55,18.84,11.9,0,-11.47,3
4458,0,0,20.58,37.05,4287.21,22.77,14.28,0,-16.47,2
4459,1,0,250.27,284.26,459.41,2.41,281.85,224,-33.99,2
4460,1,0,52.76,60.12,354.12,1.89,58.23,48,-7.36,4
4461,0,0,11.71,22.02,1058.51,5.59,16.43,0,-10.31,2
4462,1,0,27.7,40.58,491.84,2.63,37.95,25,-12.88,1
4463,1,0,0.77,10.19,109.16,0.58,9.61,0,-9.42,2
4464,0,0,3.61,9.75,1401.25,7.52,2.23,0,-6.14,1
4465,1,0,-1.48,3.46,102.52,0.46,3,0,-4.94,1
4466,1,0,-5.44,3.13,499.09,2.68,0.45,0,-8.57,1
4467,1,0,25.64,43.08,1750.94,9.27,33.81,0,-17.44,2
4468,1,0,5.26,16.36,514.2,2.76,13.6,0,-11.1,1
4469,1,0,0.53,7.05,9.4,0.05,7,0,-6.52,2
4470,1,0,227,248.97,55.94,0.3,248.67,240,-21.97,2
4471,0,0,68.49,80.13,252.27,1.34,78.79,24,-11.64,2
4472,1,0,16.17,26.25,1443.37,7.29,18.96,0,-10.08,2
4473,0,0,9.32,12.86,2778.02,12.86,0,0,-3.54,1
4474,1,0,3.66,11.12,228.14,1.18,9.94,0,-7.46,2
4475,1,0,-2.93,2.12,16.07,0.09,2.03,0,-5.05,2
4476,1,0,-6.5,6.37,1384.07,6.37,0,0,-12.87,2
4477,1,0,2.02,7.8,174.71,0.93,6.87,0,-5.78,1
4478,1,0,-0.07,0.05,15.26,0.05,0,0,-0.12,1
4479,1,0,0.27,3.66,143.29,0.66,3,0,-3.39,1
4480,1,1,145.63,154.65,98.06,0.5,154.15,105,-9.02,2
4481,1,0,23.08,36.69,775.93,4.16,32.53,0,-13.61,2
4482,1,0,5.27,15.02,216.7,1.16,13.86,0,-9.75,2
4483,1,0,100.91,111.63,494.7,2.65,108.98,54,-10.72,1
4484,0,0,52.52,70.38,7106.77,36.23,34.15,0,-17.86,1
4485,1,0,-0.12,0,0,0,0,0,-0.12,1
4486,1,0,5.86,12.62,871.34,4.62,8,0,-6.76,4
4487,0,0,46.2,51.72,1520.42,8.16,43.56,0,-5.52,1
4488,0,0,0.85,7.38,994.99,5.14,2.24,0,-6.53,2
4489,0,0,4.71,15.27,778.53,4.1,11.17,0,-10.56,2
4490,1,0,174.91,181.87,243.72,1.31,180.56,168,-6.96,2
4491,1,0,1.61,8.34,111.15,0.6,7.74,0,-6.73,2
4492,1,0,2.05,16.16,654.6,3.37,12.79,0,-14.11,2
4493,1,0,-2.76,3.59,373.76,2,1.59,0,-6.35,1
4494,1,0,-1.57,2.77,516.29,2.77,0,0,-4.34,1
4495,1,0,-5.22,2.61,472.48,2.52,0.09,0,-7.83,2
4496,1,1,37.94,49.24,170.29,0.91,48.33,30,-11.3,1
4497,0,0,46.48,57.12,10905.94,55.12,2,0,-10.64,2
4498,0,0,-7.67,5.95,266.14,1.38,4.57,0,-13.62,2
4499,1,0,-1.16,7.55,705.8,3.78,3.77,0,-8.71,1
4500,1,0,15.49,25.25,3227.11,15.99,9.26,0,-9.76,2
4501,1,1,65.34,86.4,265.9,1.42,84.98,54,-21.06,1
4502,0,0,-0.12,0,0,0,0,0,-0.12,1
4503,1,0,19.71,27.55,226.2,1.21,26.34,0,-7.84,2
4504,1,0,57.85,63.73,1487.5,7.97,55.76,18,-5.88,1
4505,1,0,-1.52,2.85,574.36,2.85,0,0,-4.37,2
4506,0,0,44.73,51.24,3601.49,19.2,32.04,0,-6.51,2
4507,1,0,2.49,8.75,262.87,1.4,7.35,0,-6.26,1
4508,0,0,11.9,17.2,1709.84,9.12,8.08,0,-5.3,2
4509,1,0,22.78,27.54,56.91,0.31,27.23,24,-4.76,2
4510,1,1,-3.96,0.08,14.95,0.08,0,0,-4.04,1
4511,0,0,29.57,34.87,6073.66,32.55,2.32,0,-5.3,1
4512,0,0,21.21,29.14,3712.83,19.4,9.74,0,-7.93,1
4513,1,0,7.1,15.22,528.56,2.8,12.42,0,-8.12,4
4514,1,0,0.59,7.52,680.41,3.55,3.97,0,-6.93,2
4515,1,0,95.39,112.92,58499.76,104.18,8.74,0,-17.53,3
4516,0,0,5.55,10.13,953.35,5.1,5.03,0,-4.58,1
4517,1,0,40.16,47.12,842.27,4.51,42.61,24,-6.96,1
4518,1,0,-0.6,3.84,65.84,0.35,3.49,0,-4.44,1
4519,1,0,-1.11,3.59,669.86,3.59,0,0,-4.7,1
4520,1,0,20.7,34.12,299.24,1.6,32.52,0,-13.42,2
4521,1,0,24.35,37.75,5553.18,24.42,13.33,0,-13.4,4
4522,0,0,68.76,85.52,30983.49,67.67,17.85,0,-16.76,2
4523,1,0,9.08,18.47,28923.11,16.45,2.02,0,-9.389999,2
4524,1,0,-0.13,11.03,549.15,2.94,8.09,0,-11.16,1
4525,1,0,20.22,28.96,443.15,2.37,26.59,25,-8.74,1
4526,1,1,169.8,173.93,-286.48,-1.53,175.46,168,-4.13,1
4527,1,0,24.76,30.01,2705.77,14.5,15.51,0,-5.25,1
4528,1,0,156.54,186.58,10383.22,53.92,132.66,0,-30.04,3
4529,1,0,16.64,23.64,1638.75,8.78,14.86,0,-7,1
4530,0,0,13.61,20.46,852.76,4.56,15.9,0,-6.85,1
4531,1,0,135.78,141.87,407.97,2.19,139.68,122,-6.09,1
4532,1,0,3.66,21.2,701.79,3.76,17.44,2.25,-17.54,1
4533,1,0,-0.01,9.63,820.29,4.41,5.22,0,-9.64,1
4534,1,0,-3.53,16.93,138.37,0.63,16.3,0,-20.46,4
4535,1,0,27.97,41.01,799.65,3.97,37.04,0,-13.04,2
4536,1,0,27.32,38.56,239.16,1.3,37.26,25,-11.24,1
4537,1,0,4.54,14.35,845.46,4.52,9.83,0,-9.81,3
4538,1,0,113.76,132.04,251.38,1.34,130.7,100,-18.28,1
4539,1,1,73.5,88.05,180.19,0.96,87.09,75,-14.55,1
4540,1,0,11.85,33.3,612.22,3.28,30.02,0,-21.45,2
4541,1,0,-2.7,2.55,212.56,1.05,1.5,0,-5.25,1
4542,1,0,146.89,153.48,354.66,1.9,151.58,140,-6.59,1
4543,1,0,24.94,42.12,97.19,0.52,41.6,25,-17.18,1
4544,1,0,14.52,26.61,1039.39,5.57,21.04,0,-12.09,4
4545,1,0,45.41,54.86,472.7,2.53,52.33,0,-9.45,1
4546,1,0,-1.02,6.84,995.12,4.93,1.91,0,-7.86,2
4547,1,0,-36.08,5.65,227.3,1.05,4.6,0,-41.73,2
4548,1,0,1.5,10.12,241.22,1.3,8.82,0,-8.62,1
4549,1,0,3.53,20.23,861.16,4.61,15.62,0,-16.7,1
4550,0,0,-1.22,0.11,19.35,0.11,0,0,-1.33,1
4551,1,0,28.95,44.69,6074.43,30.33,14.36,0,-15.74,4
4552,1,0,49.86,62.4,628.4,3.37,59.03,50,-12.54,2
4553,1,0,14.16,24.22,2377.4,10.62,13.6,0,-10.06,2
4554,0,0,8.04,19.39,423.28,2.27,17.12,0,-11.35,1
4555,1,0,2.6,10.52,323.36,1.74,8.78,4,-7.92,1
4556,1,1,-5.95,0.27,12.56,0.07,0.2,0,-6.22,1
4557,1,0,52.89,150.42,3653.48,11.69,138.73,122,-97.53,4
4558,1,0,-1.36,26.42,551.69,2.96,23.46,0,-27.78,1
4559,1,0,90.61,141.95,38.87,0.21,141.74,37,-51.34,2
4560,1,0,40.28,49.67,553,2.56,47.11,30,-9.39,2
4561,1,0,21.81,40.94,482.35,2.58,38.36,0,-19.13,2
4562,1,0,21.06,35.36,226.5,1.24,34.12,25,-14.3,1
4563,0,0,0.72,15.24,1184.61,6.36,8.88,0,-14.52,1
4564,1,1,-2.31,12.19,400.28,2.14,10.05,0,-14.5,1
4565,1,0,4.13,11.63,734.2,3.94,7.69,0,-7.5,2
4566,1,0,139.89,146.84,301.19,1.61,145.23,141,-6.95,1
4567,1,1,68.13,73.09,14573.11,73.09,0,0,-4.96,1
4568,0,0,51.02,60.44,573.85,3.07,57.37,30,-9.42,2
4569,0,0,7.39,18.58,327.5,1.75,16.83,0,-11.19,2
4570,1,0,9.44,17.87,1915.96,10.27,7.6,0,-8.43,1
4571,1,0,-7.28,7.63,1074.38,5.75,1.88,0,-14.91,1
4572,1,0,59.85,64.31,32927.02,64.31,0,0,-4.46,2
4573,1,0,85.3,93.56,128.72,0.69,92.87,90,-8.26,2
4574,1,1,19.31,26.36,1573.1,8.44,17.92,0,-7.05,1
4575,0,0,48.22,75.39,20499.75,63.15,12.24,0,-27.17,4
4576,1,0,165.35,183.49,310.56,1.66,181.83,154,-18.14,2
4577,0,0,26.7,33.57,5977.09,32.04,1.53,0,-6.87,1
4578,1,0,17.91,30.97,1176.71,6.3,24.67,0,-13.06,2
4579,1,0,3.39,18.96,308.15,1.62,17.34,0,-15.57,2
4580,1,0,15.89,21.03,4291.07,21.03,0,0,-5.14,2
4581,1,1,-4.57,3.45,718.01,3.45,0,0,-8.02,1
4582,1,0,16.79,28.3,1216.41,5.66,22.64,0,-11.51,2
4583,1,0,3.48,22.84,132.75,0.72,22.12,0,-19.36,1
4584,1,1,3.18,7.18,2.83,0.02,7.16,0,-4,1
4585,1,0,-10.31,6.65,334.45,1.68,4.97,0,-16.96,2
4586,1,0,0.6199999,15.73,322.85,1.73,14,0,-15.11,2
4587,1,0,85.07,91.77,138,0.74,91.03,72,-6.7,4
4588,1,0,-34.36,6.75,257.46,1.23,5.52,0,-41.11,2
4589,1,0,37.05,45.14,7419.01,36.28,8.86,0,-8.09,2
4590,1,0,-2.24,1.86,348.59,1.86,0,0,-4.1,1
4591,1,0,-1.97,2.17,137.24,0.74,1.43,0,-4.14,1
4592,1,0,-9.889999,3.22,44.91,0.22,3,0,-13.11,2
4593,1,0,1.05,9.5,1582.28,7.7,1.8,0,-8.45,4
4594,1,0,35.3,58.05,601.25,3.21,54.84,50,-22.75,2
4595,1,0,28.24,40.69,652.83,3.48,37.21,18,-12.45,2
4596,1,0,-1.53,2.42,451.36,2.42,0,0,-3.95,1
4597,1,0,146.63,164.83,1098.68,5.89,158.94,120,-18.2,1
4598,1,0,38.71,48.57,604.46,3.25,45.32,25,-9.86,1
4599,1,0,-0.68,0,0,0,0,0,-0.68,1
4600,1,0,-4.47,1.25,78.85,0.43,0.82,0,-5.72,1
4601,0,0,6.37,12.41,194.29,1.04,11.37,0,-6.04,1
4602,1,1,2.73,17.63,458.69,2.45,15.18,0,-14.9,1
4603,0,0,-0.7,4.75,964.76,4.66,0.09,0,-5.45,2
4604,1,0,76.33,86.56001,1755.4,8.559999,78,75,-10.23,2
4605,0,0,11.22,16.44,1560.45,6.93,9.51,0,-5.22,1
4606,1,0,-0.12,4.33,452.77,2.43,1.9,0,-4.45,2
4607,1,0,21.22,27.68,461.9,2.47,25.21,25,-6.46,2
4608,1,0,71.83,89.73,101.81,0.54,89.19,46,-17.9,6
4609,1,0,-5.11,7.04,249.64,1.28,5.76,0,-12.15,2
4610,1,0,-4.67,5.33,267.14,1.43,3.9,0,-10,2
4611,1,0,-13.51,3.82,89.76,0.48,3.34,0,-17.33,1
4612,1,1,35.79,39.86,-25.71,-0.14,40,34,-4.07,2
4613,1,0,6.18,13.91,286.37,1.53,12.38,0,-7.73,1
4614,1,0,49.94,56.29,6.9,0.04,56.25,52,-6.35,1
4615,0,0,-3.49,8.74,138.66,0.75,7.99,0,-12.23,1
4616,1,1,118.39,129.62,380.25,2.04,127.58,125,-11.23,1
4617,1,0,6,15.5,715.58,3.85,11.65,0,-9.5,2
4618,1,0,-3.12,0.05,9.68,0.05,0,0,-3.17,2
4619,0,0,-8.6,6.74,791.6,3.74,3,0,-15.34,1
4620,1,0,111.93,125.49,2193.53,11.76,113.73,50,-13.56,2
4621,1,0,30.13,42.93,1232.98,6.6,36.33,0,-12.8,1
4622,1,0,27.7,34.4,393.35,2.11,32.29,25,-6.7,2
4623,1,0,-4.03,0.05,3.67,0.02,0.03,0,-4.08,3
4624,1,0,-5.6,7.8,1817.87,7.8,0,0,-13.4,1
4625,0,0,5.49,16.43,80.89,0.43,16,0,-10.94,1
4626,1,0,30.37,45.37,1366.47,7.32,38.05,0,-15,1
4627,1,0,29.69,39.11,638.42,3.42,35.69,25,-9.42,1
4628,1,0,-24.03,4.27,267.45,0.96,3.31,0,-28.3,2
4629,1,0,-5.34,4.28,418.49,2.24,2.04,0,-9.62,2
4630,1,1,34.11,44.5,79.75,0.44,44.06,25,-10.39,1
4631,1,0,-2.85,6.14,200.08,1.07,5.07,0,-8.99,2
4632,1,0,8.45,26.79,648.13,3.47,23.32,0,-18.34,1
4633,0,0,10.46,19.33,231.23,1.2,18.13,0,-8.87,2
4634,1,0,20.94,32.44,1498.65,7.29,25.15,0,-11.5,2
4635,1,0,-1.29,3.9,202.89,0.9,3,0,-5.19,1
4636,1,0,2.32,14.99,1605.25,7.74,7.25,0,-12.67,2
4637,1,0,-4.62,1.25,90.48,0.48,0.77,0,-5.87,1
4638,1,0,6.31,14.06,731.25,3.46,10.6,0,-7.75,1
4639,1,0,-1.33,6.82,121.23,0.65,6.17,0,-8.15,2
4640,1,0,16.82,25.22,607.77,3.27,21.95,0,-8.4,1
4641,1,0,-3.88,1.87,244.88,1.32,0.55,0,-5.75,1
4642,1,0,-15.29,8.57,110.23,0.57,8,0,-23.86,3
4643,1,0,-2.31,2.51,229.44,1.23,1.28,0,-4.82,1
4644,1,0,29.93,35.01,81.76,0.44,34.57,31,-5.08,1
4645,1,0,-19.15,27.95,2708.48,12.37,15.58,0,-47.1,2
4646,1,0,11.29,26,365.93,1.93,24.07,0,-14.71,2
4647,1,0,86.69,105.2,292.06,1.55,103.65,50,-18.51,2
4648,1,0,35.43,42.34,89.58,0.48,41.86,33,-6.91,2
4649,1,0,-13.76,2.76,616.66,2.76,0,0,-16.52,2
4650,1,0,-4.33,10.55,536.29,2.86,7.69,0,-14.88,2
4651,1,0,10.04,14.57,2719.36,14.57,0,0,-4.53,1
